GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache JSPWiki Main Jar,org.apache.wiki.rpc.atom,AtomAPIServlet,475,0,20,0,110,0,21,0,11,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CommentLinkTag,74,0,7,0,18,0,7,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,UserProfileTag,378,0,70,0,80,0,41,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,WikiTagBase,71,0,2,0,21,0,10,0,9,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,AttachmentsIteratorInfo,20,0,0,0,3,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,MessagesTag,171,0,12,0,35,0,13,0,7,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,NextVersionTag,24,0,2,0,8,0,3,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,AdminBeanIteratorTag,56,0,6,0,15,0,6,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,HistoryIteratorInfo,20,0,0,0,3,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,IfNoSearchResultsTag,19,0,4,0,5,0,4,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,TranslateTag,61,0,2,0,16,0,4,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,UserCheckTag,152,0,40,0,50,0,26,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,LinkToParentTag,48,0,6,0,12,0,5,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,TemplateDirTag,14,0,0,0,4,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PageNameTag,35,0,4,0,8,0,4,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PreviousVersionTag,20,0,2,0,7,0,3,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,EditLinkTag,141,0,15,0,36,0,14,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,UserNameTag,60,0,4,0,13,0,5,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,TabbedSectionTag,204,0,24,0,51,0,22,0,10,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CheckVersionTag,123,0,33,0,31,0,22,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,RSSImageLinkTag,138,0,10,0,27,0,11,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,BreadcrumbsTag,186,0,18,0,40,0,17,0,8,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,LinkToTag,171,0,17,0,38,0,16,0,7,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,ParentPageNameTag,62,0,8,0,15,0,6,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,IncludeTag,83,0,2,0,22,0,8,0,7,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,VariableTag,88,0,4,0,28,0,8,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,ParamTag,53,0,12,0,19,0,11,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,AuthorTag,75,0,6,0,15,0,5,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CookieTag,417,0,58,0,115,0,47,0,18,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PermissionTag,210,0,42,0,49,0,26,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,EditorIteratorInfo,20,0,0,0,3,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CheckLockTag,103,0,26,0,23,0,17,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PageInfoLinkTag,86,0,9,0,23,0,9,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,SearchResultIteratorTag,164,0,14,0,40,0,16,0,9,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PageExistsTag,10,0,2,0,2,0,3,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,SearchResultsTag,40,0,4,0,10,0,4,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,InsertPageTag,109,0,11,0,30,0,13,0,7,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PageVersionTag,24,0,4,0,8,0,4,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,EditorTag,87,0,2,0,18,0,5,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CheckLockInfo,20,0,0,0,3,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,UploadLinkTag,52,0,7,0,13,0,6,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,WikiLinkTag,56,0,4,0,21,0,10,0,8,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,AttachmentsIteratorTag,152,0,16,0,43,0,12,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,AdminBeanIteratorInfo,20,0,0,0,3,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,DiffLinkTag,209,0,27,0,51,0,21,0,7,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,WikiBodyTag,49,0,2,0,12,0,6,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CheckVersionTag.VersionMode,44,0,0,0,2,0,1,0,1,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CheckRequestContextTag,74,0,10,0,20,0,10,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,ContentTag,155,0,4,0,41,0,16,0,14,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CalendarTag,587,0,40,0,120,0,31,0,11,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,HasAttachmentsTag,41,0,8,0,12,0,7,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,LinkTag,951,0,96,0,194,0,74,0,26,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,HistoryIteratorTag,137,0,14,0,35,0,11,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PageDateTag,60,0,6,0,19,0,8,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,SetPaginationTag,526,0,44,0,90,0,35,0,13,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,TabTag,293,0,28,0,59,0,22,0,8,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,FeedDiscoveryTag,150,0,4,0,17,0,4,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,BreadcrumbsTag.FixedQueue,45,0,8,0,12,0,7,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,EditorIteratorTag,51,0,2,0,11,0,4,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,SearchResultIteratorInfo,20,0,0,0,3,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PluginTag,139,0,6,0,35,0,12,0,9,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,InsertDiffTag,95,0,6,0,25,0,9,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PageSizeTag,67,0,6,0,15,0,6,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,IncludeResourcesTag,26,0,0,0,9,0,4,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,SearchResultsSizeTag,20,0,2,0,5,0,3,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,NoSuchPageTag,46,0,6,0,14,0,8,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,BaseURLTag,13,0,0,0,3,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,CheckLockTag.LockState,34,0,0,0,2,0,1,0,1,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,IteratorTag,131,0,16,0,43,0,20,0,12,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,RequestResourceTag,41,0,4,0,13,0,9,0,7,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,PageTypeTag,58,0,16,0,15,0,12,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.tags,ContentEncodingTag,15,0,0,0,4,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.ui.progress,ProgressManager,65,18,4,0,13,5,6,2,4,2
Apache JSPWiki Main Jar,org.apache.wiki.ui.progress,ProgressManager.JSONTracker,71,6,2,0,17,1,4,1,3,1
Apache JSPWiki Main Jar,org.apache.wiki.ui.progress,ProgressItem,13,0,0,0,5,0,3,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.i18n,InternationalizationManager,8,32,1,1,2,8,2,4,1,4
Apache JSPWiki Main Jar,org.apache.wiki.xmlrpc,MetaWeblogHandler,581,0,14,0,113,0,19,0,12,0
Apache JSPWiki Main Jar,org.apache.wiki.xmlrpc,RPCHandler,147,333,10,16,30,70,16,15,8,10
Apache JSPWiki Main Jar,org.apache.wiki.xmlrpc,RPCServlet,148,0,4,0,42,0,8,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.xmlrpc,AbstractRPCHandler,68,23,7,1,15,7,6,3,2,3
Apache JSPWiki Main Jar,org.apache.wiki.xmlrpc,RPCServlet.WikiXmlRpcContext,19,0,0,0,8,0,5,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.xmlrpc,RPCServlet.LocalHandler,26,0,0,0,7,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.xmlrpc,RPCHandlerUTF8,437,0,26,0,91,0,26,0,13,0
Apache JSPWiki Main Jar,org.apache.wiki.content,PageRenamer,42,650,13,65,8,126,13,34,0,8
Apache JSPWiki Main Jar,org.apache.wiki.providers,VersioningFileProvider,310,925,43,97,56,199,39,51,3,17
Apache JSPWiki Main Jar,org.apache.wiki.providers,AbstractFileProvider.WikiFileFilter,0,7,0,0,0,2,0,2,0,2
Apache JSPWiki Main Jar,org.apache.wiki.providers,NoSuchVersionException,0,4,0,0,0,2,0,1,0,1
Apache JSPWiki Main Jar,org.apache.wiki.providers,VersioningFileProvider.CachedProperties,10,16,2,2,2,7,2,1,0,1
Apache JSPWiki Main Jar,org.apache.wiki.providers,BasicAttachmentProvider,318,730,34,56,57,157,32,36,4,19
Apache JSPWiki Main Jar,org.apache.wiki.providers,RepositoryModifiedException,10,0,0,0,4,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.providers,BasicAttachmentProvider.AttachmentVersionFilter,0,11,0,2,0,2,0,3,0,2
Apache JSPWiki Main Jar,org.apache.wiki.providers,FileSystemProvider,23,210,3,17,7,53,3,15,0,8
Apache JSPWiki Main Jar,org.apache.wiki.providers,BasicAttachmentProvider.AttachmentFilter,0,7,0,0,0,2,0,2,0,2
Apache JSPWiki Main Jar,org.apache.wiki.providers,AbstractFileProvider,383,537,37,45,56,107,36,30,7,18
Apache JSPWiki Main Jar,org.apache.wiki.providers,CachingProvider,213,747,19,57,31,167,21,38,4,17
Apache JSPWiki Main Jar,org.apache.wiki.providers,CachingAttachmentProvider,125,472,4,26,18,94,9,24,5,13
Apache JSPWiki Main Jar,org.apache.wiki.render,CreoleRenderer,4,381,1,33,1,55,1,20,0,4
Apache JSPWiki Main Jar,org.apache.wiki.render,RenderingManager,173,458,9,33,27,83,10,24,1,12
Apache JSPWiki Main Jar,org.apache.wiki.render,WysiwygEditingRenderer,23,157,14,10,9,43,10,5,0,3
Apache JSPWiki Main Jar,org.apache.wiki.render,XHTMLRenderer,0,47,0,0,0,13,0,2,0,2
Apache JSPWiki Main Jar,org.apache.wiki.render,WikiRenderer,0,12,0,0,0,5,0,1,0,1
Apache JSPWiki Main Jar,org.apache.wiki.render,CleanTextRenderer,10,45,1,3,3,13,1,4,0,3
Apache JSPWiki Main Jar,org.apache.wiki.render,CustomXMLOutputProcessor,0,11,0,0,0,3,0,2,0,2
Apache JSPWiki Main Jar,org.apache.wiki.attachment,Attachment,28,29,0,0,6,7,4,3,4,3
Apache JSPWiki Main Jar,org.apache.wiki.attachment,AttachmentServlet,1045,0,100,0,224,0,61,0,11,0
Apache JSPWiki Main Jar,org.apache.wiki.attachment,AttachmentManager,136,421,23,41,41,95,23,31,3,19
Apache JSPWiki Main Jar,org.apache.wiki.attachment,AttachmentServlet.UploadListener,21,0,0,0,4,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.attachment,DynamicAttachment,15,0,0,0,5,0,2,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.api.filters,BasicPageFilter,1,14,0,0,1,7,1,6,1,6
Apache JSPWiki Main Jar,org.apache.wiki.util.comparators,CollatorComparator,16,25,3,3,8,8,5,3,2,3
Apache JSPWiki Main Jar,org.apache.wiki.util.comparators,HumanComparator.CharType,0,34,0,0,0,2,0,1,0,1
Apache JSPWiki Main Jar,org.apache.wiki.util.comparators,JavaNaturalComparator,6,20,3,3,3,6,3,3,0,3
Apache JSPWiki Main Jar,org.apache.wiki.util.comparators,LocaleComparator,12,6,0,0,5,3,2,1,2,1
Apache JSPWiki Main Jar,org.apache.wiki.util.comparators,HumanComparator,77,320,23,63,15,77,23,30,3,7
Apache JSPWiki Main Jar,org.apache.wiki.util.comparators,PageTimeComparator,31,33,4,6,6,11,4,4,0,3
Apache JSPWiki Main Jar,org.apache.wiki.modules,ModuleManager,3,51,3,7,1,14,3,5,0,3
Apache JSPWiki Main Jar,org.apache.wiki.modules,WikiModuleInfo,92,83,4,0,24,21,12,8,10,8
Apache JSPWiki Main Jar,org.apache.wiki,WikiContext,245,444,31,27,59,120,37,31,13,26
Apache JSPWiki Main Jar,org.apache.wiki,PageLock,47,0,0,0,12,0,6,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki,TranslationsCheck,431,0,30,0,90,0,21,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki,PageManager.LockReaper,65,0,4,0,16,0,4,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki,WatchDog.ThreadWrapper,5,10,0,0,2,4,2,2,2,2
Apache JSPWiki Main Jar,org.apache.wiki,WatchDog.State,3,21,0,0,1,6,1,2,1,2
Apache JSPWiki Main Jar,org.apache.wiki,PageManager.SaveWikiPageTask,0,46,0,0,0,12,0,2,0,2
Apache JSPWiki Main Jar,org.apache.wiki,WikiSession,135,795,28,92,36,186,32,63,9,22
Apache JSPWiki Main Jar,org.apache.wiki,ReferenceManager,301,1031,31,95,70,240,31,62,5,25
Apache JSPWiki Main Jar,org.apache.wiki,InternalWikiException,13,0,0,0,6,0,3,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki,WatchDog,307,217,36,20,54,59,29,15,4,12
Apache JSPWiki Main Jar,org.apache.wiki,PageSorter,79,93,15,11,21,26,15,10,5,7
Apache JSPWiki Main Jar,org.apache.wiki,Release,14,158,7,37,2,29,8,19,1,4
Apache JSPWiki Main Jar,org.apache.wiki,PageManager,461,432,26,36,73,104,26,29,6,18
Apache JSPWiki Main Jar,org.apache.wiki,WikiServlet,91,0,2,0,22,0,7,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki,VariableManager,46,281,11,37,16,62,12,19,1,6
Apache JSPWiki Main Jar,org.apache.wiki,WatchDog.WatchDogThread,3,60,3,7,3,16,4,5,1,3
Apache JSPWiki Main Jar,org.apache.wiki,WikiBackgroundThread,58,76,4,8,17,25,6,8,2,6
Apache JSPWiki Main Jar,org.apache.wiki,VariableManager.SystemVariables,286,21,22,0,52,6,26,4,15,4
Apache JSPWiki Main Jar,org.apache.wiki,WikiPage,40,195,4,4,10,50,5,23,2,22
Apache JSPWiki Main Jar,org.apache.wiki,WikiEngine,821,1695,64,100,152,366,77,108,28,75
Apache JSPWiki Main Jar,org.apache.wiki,PageManager.PreSaveWikiPageTask,0,55,1,3,0,16,1,3,0,2
Apache JSPWiki Main Jar,org.apache.wiki,LinkCollector,0,18,0,0,0,5,0,3,0,3
Apache JSPWiki Main Jar,org.apache.wiki.diff,ExternalDiffProvider,197,0,19,0,56,0,16,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.diff,TraditionalDiffProvider.RevisionPrint,18,168,0,0,4,33,1,5,1,5
Apache JSPWiki Main Jar,org.apache.wiki.diff,DifferenceManager,52,68,2,2,17,21,2,5,0,5
Apache JSPWiki Main Jar,org.apache.wiki.diff,ContextualDiffProvider.ChangeMerger,95,440,21,39,13,94,17,23,0,10
Apache JSPWiki Main Jar,org.apache.wiki.diff,ContextualDiffProvider,9,216,0,8,4,58,1,9,1,5
Apache JSPWiki Main Jar,org.apache.wiki.diff,DiffProvider.NullDiffProvider,8,0,0,0,4,0,4,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.diff,TraditionalDiffProvider,11,68,2,2,5,16,2,5,0,5
Apache JSPWiki Main Jar,org.apache.wiki.rss,RSS10Feed,31,330,7,11,4,63,7,8,0,6
Apache JSPWiki Main Jar,org.apache.wiki.rss,Feed,51,45,4,0,16,18,7,9,5,9
Apache JSPWiki Main Jar,org.apache.wiki.rss,RSSGenerator,475,408,46,24,86,92,39,12,7,9
Apache JSPWiki Main Jar,org.apache.wiki.rss,AtomFeed,360,0,14,0,63,0,13,0,6,0
Apache JSPWiki Main Jar,org.apache.wiki.rss,Entry,0,38,0,0,0,16,0,11,0,11
Apache JSPWiki Main Jar,org.apache.wiki.rss,RSS20Feed,96,232,10,6,18,43,7,4,0,3
Apache JSPWiki Main Jar,org.apache.wiki.rss,RSSThread,27,109,3,3,6,24,3,4,0,4
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,PersistentMapDecorator,62,12,0,0,16,4,14,2,14,2
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,WhitespaceTrimWriter,4,158,1,9,2,40,3,12,2,8
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,XHtmlElementToWikiTranslator.LiStack,0,29,0,0,0,7,0,4,0,4
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,XHtmlElementToWikiTranslator,341,1909,85,277,50,428,72,124,2,13
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,XHtmlElementToWikiTranslator.PreStack,3,47,2,4,0,9,2,5,0,4
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,HtmlStringToWikiTranslator,21,48,0,0,4,10,2,4,2,4
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,ForgetNullValuesLinkedHashMap,0,12,0,2,0,4,0,3,0,2
Apache JSPWiki Main Jar,org.apache.wiki.htmltowiki,XHtmlToWikiConfig,20,101,1,1,10,24,6,10,5,10
Apache JSPWiki Main Jar,org.apache.wiki.parser,CreoleToJSPWikiTranslator,19,945,7,65,8,180,7,43,0,14
Apache JSPWiki Main Jar,org.apache.wiki.parser,LinkParser,95,316,18,26,10,49,17,11,0,6
Apache JSPWiki Main Jar,org.apache.wiki.parser,ParseException,0,4,0,0,0,2,0,1,0,1
Apache JSPWiki Main Jar,org.apache.wiki.parser,LinkParsingOperations.StartingComparator,2,27,2,8,1,5,2,4,0,1
Apache JSPWiki Main Jar,org.apache.wiki.parser,VariableContent,43,44,4,4,5,15,4,4,1,3
Apache JSPWiki Main Jar,org.apache.wiki.parser,MarkupParser,21,344,7,29,4,84,8,31,1,20
Apache JSPWiki Main Jar,org.apache.wiki.parser,LinkParsingOperations,36,327,7,25,8,31,7,21,0,12
Apache JSPWiki Main Jar,org.apache.wiki.parser,PluginContent,120,262,12,18,23,64,11,14,0,10
Apache JSPWiki Main Jar,org.apache.wiki.parser,LinkParser.Link,111,132,13,13,29,34,11,16,2,12
Apache JSPWiki Main Jar,org.apache.wiki.parser,WikiDocument,3,25,0,0,1,9,1,5,1,5
Apache JSPWiki Main Jar,org.apache.wiki.parser,JSPWikiMarkupParser,411,4166,83,493,64,893,82,277,2,54
Apache JSPWiki Main Jar,org.apache.wiki.parser,Heading,0,3,0,0,0,1,0,1,0,1
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormTextarea,130,0,18,0,31,0,12,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormElement,13,0,0,0,4,0,3,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormSet,55,0,8,0,14,0,6,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormInput,127,0,18,0,28,0,11,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormSelect,280,0,48,0,63,0,27,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormOutput,171,0,22,0,41,0,13,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormClose,48,0,4,0,10,0,4,0,2,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormOpen,213,0,20,0,39,0,13,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.forms,FormInfo,81,0,2,0,32,0,19,0,18,0
Apache JSPWiki Main Jar,org.apache.wiki.filters,PingWeblogsComFilter,95,0,6,0,23,0,7,0,4,0
Apache JSPWiki Main Jar,org.apache.wiki.filters,DefaultFilterManager.PageFilterInfo,2,19,2,2,0,6,2,2,0,2
Apache JSPWiki Main Jar,org.apache.wiki.filters,PingWeblogsComFilter.new AsyncCallback() {...},49,0,2,0,10,0,4,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.filters,CreoleFilter,64,0,0,0,15,0,5,0,5,0
Apache JSPWiki Main Jar,org.apache.wiki.filters,DefaultFilterManager,157,352,17,27,26,91,15,24,2,15
Apache JSPWiki Main Jar,org.apache.wiki.filters,SpamFilter.Change,21,0,2,0,5,0,4,0,3,0
Apache JSPWiki Main Jar,org.apache.wiki.filters,ProfanityFilter,15,99,1,9,5,22,1,7,0,3
Apache JSPWiki Main Jar,org.apache.wiki.filters,SpamFilter,2009,0,192,0,387,0,126,0,29,0
Apache JSPWiki Main Jar,org.apache.wiki.filters,SpamFilter.Host,38,0,0,0,10,0,5,0,5,0
